,month,date,seoul,busan,daegu,incheon,gwangju,daejon,ulsan,sejong,gyeonggi,gangwon,chungbuk,chungnam,jeonbuk,jeonnam,gyeongbuk,gyeongnam,jeju
0,202111,29,15.926139280050556,8.71475907192491,8.17680396004426,10.93415225654794,8.00602306387119,8.57742244096571,7.569532184240137,8.058295660510606,13.165266085737453,9.81639435401739,9.101429115448077,9.457041583122383,8.62143307940536,8.472167931093667,8.739317556870272,8.662810421853827,8.441628774546247
0,202111,15,15.918818212240854,8.684824032800188,8.158802490694002,10.959201038832928,7.972638414906119,8.54907938027856,7.519421217674199,8.062275199588543,13.19385485809918,9.844878086428865,9.153293716596908,9.472204511401992,8.649623978596727,8.492080490601163,8.76725127527133,8.62775018198088,8.426721288252162
0,202106,25,15.91518427111089,8.681096162686174,8.169053149927342,10.909253290837885,7.803707239860762,8.496684314784696,7.431299675155903,7.995362792176808,13.157277072245815,9.9057765973396,9.11667051277679,9.405207897938656,8.564140388523404,8.490335737246355,8.799711956911139,8.589730883706562,8.460093599375664
0,202101,10,15.915791985291364,8.749031734713805,8.259600107388911,10.801812704193255,8.06335750851806,8.583621055652824,7.663256135966317,8.049808066377947,13.053440826025506,9.669709020727081,9.0909609014051,9.380738981544965,8.620878756740497,8.543916785014291,8.74464229921487,8.676724759965534,8.28383637145794
0,202106,19,15.912006300696927,8.665182069129687,8.149139468306219,10.923265847186386,7.813295092952148,8.502668212799675,7.407560399464662,8.009883601375028,13.171044138764096,9.890748419921087,9.117702285614886,9.414398958412924,8.564674562982217,8.470290245329979,8.78555991783104,8.576511862811302,8.446405853694525
0,202108,20,15.921599001209833,8.87606250016802,8.427310834936092,10.897763293346568,8.195974350580407,8.716271417225355,7.687775386087677,8.12792840465718,13.134961238461445,10.039399174681627,9.242941831586473,9.580387762925236,8.846872825203278,8.829585185513938,9.050167833658387,8.903679332926599,8.475032936233108
0,202104,20,15.90727728980339,8.587589522037968,8.102687338655924,10.92030513671722,7.87866045079617,8.468423027046809,7.365180126021012,8.134663054590568,13.180208925483836,9.904869929945379,9.170177882157109,9.476057982049312,8.612260917588632,8.519789817263504,8.77230041793584,8.573321445193839,8.326113392948383
0,202103,29,15.899069004678127,8.493534882459079,8.031804723351025,10.949396951653524,7.788278425562699,8.380730317255203,7.258730137287972,8.015572384863262,13.205485151298856,9.858677441308606,9.154824252096715,9.401251278548195,8.547252964298856,8.449404663540717,8.65838468652886,8.432688932906569,8.335601690647165
0,202103,15,15.900796491896227,8.500814630791155,8.048252223152717,10.943316768662324,7.797410544405105,8.428044634923863,7.2105325213315,8.010338168992826,13.199023477204808,9.819325484840657,9.114791776656363,9.376966821792282,8.526082595584736,8.402303546509973,8.63529732246938,8.460984610971675,8.256523619178596
0,202111,1,15.911443150863771,8.653965161028157,8.140471018840284,10.98363768174614,7.938100623090765,8.519909498910465,7.466666056551382,8.066238964687637,13.221648978074802,9.872572914898369,9.202600496265962,9.48714095518135,8.677041892358133,8.511604269112013,8.79442585849788,8.591415918890078,8.411588201432554
