,month,date,seoul,busan,daegu,incheon,gwangju,daejon,ulsan,sejong,gyeonggi,gangwon,chungbuk,chungnam,jeonbuk,jeonnam,gyeongbuk,gyeongnam,jeju
0,202211,15,8308353.0,5889.5,3912.0,59580.0,3138.0,5640.5,1763.5,3295.5,562675.0,21103.0,10715.0,14517.5,6217.0,5152.5,7261.0,5882.5,4516.0
0,202202,4,8351420.571428572,6610.142857142857,3868.142857142857,51831.571428571435,3271.9999999999995,5271.857142857142,1945.5714285714284,3046.1428571428573,475500.14285714284,18335.0,8879.285714285716,12314.57142857143,5528.0,5242.0,6344.142857142857,6290.714285714286,4546.285714285715
0,202206,25,8272518.166666667,6704.5,4098.5,59389.16666666667,3467.1666666666665,5571.5,1777.8333333333335,3247.8333333333335,559493.1666666666,24880.833333333332,10609.0,14888.833333333336,6203.666666666667,5819.666666666667,7712.666666666667,6516.666666666667,5540.833333333333
0,202206,19,8267157.966666667,6539.5,3981.5,59520.16666666667,3391.766666666667,5558.9,1772.8333333333333,3236.8333333333335,561199.7666666666,24514.63333333333,10607.800000000001,14828.633333333331,6094.066666666666,5695.666666666666,7749.466666666666,6301.466666666666,5385.833333333334
0,202201,10,8308325.419354838,7190.322580645161,4508.322580645161,52764.22580645161,3700.8387096774195,5494.096774193549,2287.032258064516,3205.838709677419,490005.99999999994,20249.483870967742,9673.806451612903,13508.387096774195,6343.225806451613,6222.935483870968,7546.193548387097,7427.741935483871,4961.8387096774195
0,202208,20,8253991.741935484,7027.806451612903,4441.096774193548,59618.83870967742,3733.806451612903,5628.548387096775,1969.6774193548385,3534.806451612903,564331.0322580645,24881.451612903227,11910.870967741936,15955.290322580644,7568.516129032258,6838.5161290322585,8861.58064516129,7030.290322580645,5182.483870967742
0,202204,2,8212058.999999999,4814.4,3394.666666666667,59650.46666666667,2618.6,4688.733333333333,1389.466666666667,2898.4,560095.2,19718.466666666667,9889.333333333332,14008.133333333335,5527.6,5067.266666666667,6578.799999999999,5041.666666666666,4269.266666666667
0,202203,29,8225045.64516129,4718.032258064516,3339.1612903225805,59015.967741935485,2554.193548387097,4637.387096774193,1376.3870967741934,2846.9032258064517,554049.1290322582,19284.225806451614,9665.129032258064,13721.83870967742,5411.870967741936,4966.548387096775,6418.903225806452,4894.58064516129,4212.1612903225805
0,202204,20,8199459.0,5475.0,3634.6666666666665,61391.666666666664,3181.9999999999995,4974.333333333333,1456.666666666667,3243.9999999999995,574299.0,21495.666666666664,11152.333333333334,15188.333333333334,5848.0,5213.666666666666,7216.0,5830.666666666666,4343.666666666667
0,202203,15,8306152.161290322,4557.258064516129,3137.290322580645,55928.74193548387,2541.548387096775,4500.096774193549,1337.0967741935483,2755.2258064516127,522774.03225806454,17626.806451612905,9078.032258064515,12635.709677419352,4850.967741935484,4375.387096774194,5795.225806451612,4478.645161290323,3870.290322580645
0,202206,1,8251077.366666668,6044.5,3630.5000000000005,59913.16666666667,3165.566666666667,5521.1,1757.8333333333335,3203.8333333333335,566319.5666666667,23416.033333333333,10604.2,14648.033333333333,5765.266666666666,5323.666666666667,7859.866666666666,5655.866666666667,4920.833333333333
0,202203,14,8311945.483870966,4545.774193548386,3122.8709677419356,55708.22580645162,2540.6451612903224,4490.290322580645,1334.2903225806451,2748.6774193548385,520540.0967741935,17508.419354838712,9036.09677419355,12558.129032258064,4810.903225806452,4333.1612903225805,5750.677419354839,4448.935483870968,3845.870967741935
0,202203,28,8230838.967741937,4706.548387096775,3324.741935483871,58795.45161290323,2553.2903225806444,4627.580645161291,1373.5806451612905,2840.354838709677,551815.193548387,19165.838709677417,9623.193548387095,13644.258064516129,5371.806451612903,4924.322580645161,6374.354838709677,4864.870967741936,4187.741935483871
