,month,date,seoul,busan,daegu,incheon,gwangju,daejon,ulsan,sejong,gyeonggi,gangwon,chungbuk,chungnam,jeonbuk,jeonnam,gyeongbuk,gyeongnam,jeju
0,202011,29,8180067.1000000015,5845.5,3695.333333333333,50560.200000000004,3007.1,5362.933333333333,1954.3666666666672,3189.9333333333334,471031.39999999997,15195.633333333331,8991.033333333333,11582.5,5437.833333333333,4870.433333333333,6023.3,5470.1,3800.0
0,202011,15,8090132.5,5726.5,3602.0,53643.0,2868.5,5390.0,1805.5,3245.0,505211.0,18032.5,9579.5,12709.5,5813.5,5170.5,6433.5,5513.5,3926.0
0,202004,8,7991574.533333333,5088.466666666667,2925.6666666666665,54569.53333333333,2953.5333333333333,5300.8,1823.666666666667,3442.8,512339.8,18153.466666666667,9524.466666666667,13137.666666666668,5779.133333333333,5011.666666666666,5540.4,5334.2,3433.9333333333334
0,202008,5,8107508.129032258,6802.0,4338.741935483871,53911.87096774193,4098.161290322581,5972.645161290322,2242.9032258064512,3441.5161290322576,502532.3870967742,24033.516129032258,10951.16129032258,14668.516129032258,7134.129032258064,6656.032258064517,8168.032258064515,7078.225806451613,4909.8064516129025
0,202006,25,7915207.333333334,6127.5,3781.833333333333,58709.66666666667,3811.5000000000005,5353.833333333334,1862.3333333333335,3272.3333333333335,556683.3333333334,23802.333333333336,10371.333333333332,13330.166666666668,6536.5,5730.166666666666,6890.666666666666,5923.666666666667,4704.666666666666
0,202008,20,8088746.516129035,6097.0,3911.967741935484,53893.48387096774,3588.645161290323,5614.58064516129,1996.6129032258063,3245.064516129032,508167.5483870968,21227.064516129034,10231.645161290322,13992.064516129032,6342.5161290322585,5723.129032258064,7280.129032258064,6367.903225806451,4267.225806451613
0,202001,10,7902235.483870968,8476.0,5330.16129032258,59521.83870967742,4404.870967741935,7172.806451612903,2639.9677419354844,4183.612903225807,529302.9677419355,26396.74193548387,11348.451612903227,15289.90322580645,8473.258064516129,7950.064516129031,9320.774193548388,8973.451612903227,5848.290322580646
0,202006,19,7910072.9333333345,5860.5,3696.4333333333334,58512.46666666666,3708.8999999999996,5425.633333333333,1808.7333333333331,3295.5333333333333,555812.5333333333,23507.533333333333,10290.133333333333,13421.566666666668,6498.699999999999,5589.966666666667,6807.466666666665,5758.866666666667,4568.666666666667
0,202004,20,8001079.333333335,5711.666666666666,3571.666666666667,55086.33333333333,3314.333333333333,5716.000000000001,1887.6666666666663,3689.9999999999995,521383.0,22310.666666666664,10699.666666666668,14599.666666666668,6436.333333333334,5657.666666666666,6654.0,5993.0,3666.3333333333335
0,202003,29,7989638.774193548,4671.8387096774195,2471.7741935483873,54054.41935483871,2706.741935483871,5022.193548387097,1760.6774193548388,3268.9032258064517,504442.2258064516,15316.90322580645,8712.032258064517,12103.064516129032,5312.290322580645,4546.548387096774,4761.612903225807,4869.709677419355,3249.3870967741937
0,202003,15,8020444.193548387,4663.709677419355,2309.193548387097,52860.35483870968,2662.9354838709683,5009.548387096775,1618.41935483871,3205.225806451613,491360.8064516129,14861.225806451614,8509.258064516129,11683.516129032258,5111.322580645161,4305.387096774193,4506.903225806452,4692.677419354839,3042.0967741935488
0,202011,4,8019469.600000002,5633.0,3528.666666666667,56065.2,2759.6000000000004,5411.266666666667,1688.5333333333335,3288.266666666667,532066.4,20261.466666666667,10041.866666666665,13595.0,6108.666666666666,5406.266666666666,6755.799999999999,5547.6,4024.9999999999995
0,202011,5,8025893.500000002,5641.5,3535.3333333333335,55845.0,2769.5000000000005,5409.333333333333,1699.1666666666667,3284.3333333333335,529625.0,20058.833333333332,9999.833333333336,13514.5,6081.833333333333,5384.833333333334,6726.499999999999,5544.5,4016.0
0,202003,14,8022644.580645162,4663.129032258064,2297.5806451612907,52775.06451612903,2659.806451612904,5008.645161290324,1608.2580645161293,3200.677419354839,490426.41935483867,14828.677419354839,8494.774193548386,11653.548387096775,5096.967741935483,4288.1612903225805,4488.709677419355,4680.032258064517,3027.2903225806454
0,202004,21,8001871.3999999985,5763.6,3625.5,55129.4,3344.4000000000005,5750.599999999999,1893.0,3710.6,522136.6,22657.1,10797.599999999999,14721.5,6491.1,5711.5,6746.799999999999,6047.9,3685.7
