,month,date,seoul,busan,daegu,incheon,gwangju,daejon,ulsan,sejong,gyeonggi,gangwon,chungbuk,chungnam,jeonbuk,jeonnam,gyeongbuk,gyeongnam,jeju
0,202205,27,15.92484283864574,8.698584207864906,8.197334441462782,11.006220907824828,8.07000850866392,8.606886452807794,7.4518596798948415,8.08091630286871,13.250959028627776,10.053737084384101,9.28408237855516,9.601950806010283,8.662677858158219,8.575833302699094,8.965437603071424,8.648877718343417,8.482434765498402
0,202202,12,15.939602482240232,8.67734217194503,8.175386753204323,10.860818769345483,8.014335737299424,8.510283661210533,7.455133223742739,7.978115054698363,13.08172559210699,9.770356079932933,9.075191345156055,9.395467513244355,8.537387898701757,8.464214266625351,8.689199827092546,8.619414499198646,8.342567658399593
0,202212,17,15.942207996028582,8.878452450018479,8.489768948091656,10.944515150562987,8.270359951834237,8.73835801214013,7.6997109120758385,8.131170114287917,13.177133780925601,10.010840758885788,9.278622883690481,9.551309395322326,8.85743251718734,8.82128028522522,9.018976768488281,8.914548081077095,8.602601133052564
0,202210,1,15.929668070934174,8.713014611467976,8.212515902040106,11.006177537593773,8.01263818872785,8.654326155106617,7.572420013305394,8.1961077746423,13.25253547261187,10.100661967172249,9.40120330413454,9.710343123044739,8.80284255415145,8.682652953713475,9.017878543710838,8.713375235563694,8.471493729971675
0,202210,12,15.927114677142633,8.686527552683382,8.202941907954521,11.013121141003515,7.99747871623914,8.632811879392587,7.513198760841637,8.152105075603718,13.262035441967807,10.039745466755702,9.364110334178392,9.686207823748367,8.788067052057327,8.630366334673287,8.97602170781139,8.700165074336718,8.425898165887238
0,202201,9,15.932561380211467,8.881876626771858,8.418762017339809,10.874548687931556,8.220229467721046,8.6120281850237,7.739850606640046,8.074136751668888,13.103804216683045,9.919406938224796,9.180728826408249,9.51477250466495,8.759653483501937,8.741574685840005,8.935084005499565,8.917842420697836,8.511849909217627
0,202212,3,15.942657993409084,8.750739223025429,8.376662243754874,10.960774807994854,8.152978373193546,8.68984991423332,7.572718679266332,8.129041847451328,13.196992190855196,9.99241818871952,9.26486215884625,9.525019245340252,8.735499254476984,8.612298071555653,8.906887276315429,8.727590041158463,8.505851699799116
0,202207,22,15.93095592346412,8.820408829625016,8.364958953610197,10.964860132307615,8.20808756577419,8.60584193686363,7.5389927381452395,8.133719963294729,13.213722241972784,10.168632067629263,9.30484083988807,9.609590508169365,8.832724180408869,8.757250952086572,9.019398541346423,8.83366019957388,8.635027838643946
0,202209,27,15.929226018232626,8.733094581473388,8.235095497258357,11.006772241852998,8.037349305258974,8.656259239539235,7.579832028922791,8.198089248956116,13.252842717250482,10.104127792989075,9.406055170881134,9.712605458678057,8.821629130766569,8.705314563386063,9.030986407521114,8.730771137860746,8.478722596853647
0,202209,26,15.929001298474969,8.738927750567028,8.242229891372231,11.00718135287153,8.045011191242452,8.656259239539235,7.580563688546552,8.19744695871061,13.253234200517234,10.103496210718134,9.406570312775752,9.712637733270292,8.827380119208089,8.711256652554662,9.034096309742255,8.736114508297225,8.479782040018064
0,202207,23,15.931045222266425,8.819932303302215,8.365995137542944,10.963700983783381,8.209826162164187,8.604855431817134,7.541357899410272,8.13572493857319,13.212872254659048,10.170176200264136,9.306415654908877,9.609493125912552,8.836430193410642,8.760346812139638,9.022583425014853,8.834755029315062,8.634666501693312
0,202212,2,15.942690128331812,8.740961063930435,8.3680717790791,10.961926157990161,8.144042246717127,8.686293320460127,7.562999587332269,8.128889654927491,13.198395671976668,9.991089212263866,9.2638719659528,9.523114662452622,8.726193323478972,8.595557071291836,8.898378827386212,8.712797113489584,8.498569224066145
0,202201,8,15.932354084851887,8.883260022220442,8.423817912676485,10.875507756652347,8.22412891894083,8.612626530791536,7.744667598618709,8.075542501415903,13.105432861644287,9.922916928652075,9.184267936900715,9.5184652842017,8.764143991038878,8.747121416625797,8.941330201348233,8.922684105643034,8.514162797957015
0,202210,13,15.92688222681198,8.68408448367311,8.202066982466217,11.013749993442994,7.996089118456014,8.630832888261972,7.507636962142799,8.14800712908418,13.26289461706232,10.03401908717946,9.360669010556528,9.68398454381707,8.786712935706642,8.625474598404953,8.972128212131198,8.698955452048303,8.421648145323308
0,202212,16,15.942240145414965,8.869851693142083,8.482100719530571,10.945685363099185,8.262417480261924,8.73497011001858,7.691155887229225,8.131018245350518,13.178565391387373,10.00953605728163,9.277646229857705,9.549454277605669,8.849199248289597,8.807717993673734,9.011373958167692,8.90229319148494,8.595992446422095
0,202202,13,15.939809822503777,8.661417213579503,8.164215485893138,10.861449974979442,8.0040315078527,8.502543550366536,7.439328461607085,7.972539904870329,13.082919525071638,9.764426614400074,9.073136939535658,9.392545850604757,8.526895966877623,8.450946545597311,8.680623134386623,8.60228248428988,8.332170847921892
